Id,SalePrice
1461,118362.953125
1462,158304.015625
1463,177944.515625
1464,185902.890625
1465,179464.828125
1466,175294.640625
1467,163237.3125
1468,162574.546875
1469,191053.375
1470,126457.4140625
1471,197131.9375
1472,91776.9140625
1473,88636.0078125
1474,155240.953125
1475,130536.15625
1476,390606.40625
1477,263899.625
1478,302907.3125
1479,236452.4375
1480,512073.875
1481,323163.90625
1482,209815.421875
1483,164785.015625
1484,167158.125
1485,175448.3125
1486,190615.046875
1487,380553.96875
1488,229764.046875
1489,203643.859375
1490,226292.671875
1491,186123.34375
1492,86157.9453125
1493,188123.5625
1494,288533.09375
1495,278535.875
1496,242008.4375
1497,171080.84375
1498,167267.984375
1499,164939.390625
1500,152194.296875
1501,170968.28125
1502,151995.96875
1503,293654.1875
1504,228609.015625
1505,225474.78125
1506,191278.640625
1507,236760.078125
1508,193630.84375
1509,163064.734375
1510,146817.109375
1511,145490.6875
1512,175207.9375
1513,142037.171875
1514,157261.53125
1515,189737.59375
1516,157804.734375
1517,158189.546875
1518,136477.453125
1519,227243.453125
1520,134459.25
1521,139207.1875
1522,165373.375
1523,109078.6171875
1524,125528.703125
1525,121592.0234375
1526,117012.1875
1527,102462.3828125
1528,130896.46875
1529,153010.078125
1530,176546.375
1531,91219.03125
1532,102162.28125
1533,151931.734375
1534,122235.625
1535,149282.46875
1536,105694.15625
1537,66049.2578125
1538,183654.703125
1539,193850.0
1540,84428.234375
1541,140078.640625
1542,128983.9609375
1543,231674.3125
1544,73246.21875
1545,107945.2109375
1546,128324.25
1547,131091.234375
1548,139687.640625
1549,113475.9609375
1550,144191.0
1551,114912.4375
1552,128684.4453125
1553,158316.46875
1554,105851.6953125
1555,166185.109375
1556,75992.90625
1557,110097.34375
1558,101560.0546875
1559,68354.40625
1560,135208.390625
1561,134621.71875
1562,131404.515625
1563,123948.6484375
1564,157835.546875
1565,147246.65625
1566,217940.5
1567,76980.1953125
1568,221686.03125
1569,144647.171875
1570,130668.7265625
1571,119017.5625
1572,147062.515625
1573,262811.96875
1574,117514.1953125
1575,225965.5
1576,224687.203125
1577,196689.90625
1578,147819.6875
1579,144838.171875
1580,186114.609375
1581,148204.890625
1582,128749.09375
1583,325879.40625
1584,229911.84375
1585,138564.0
1586,77476.6328125
1587,93944.8046875
1588,156316.75
1589,97060.359375
1590,136836.40625
1591,93584.8515625
1592,119855.8359375
1593,134268.6875
1594,120090.4453125
1595,109117.875
1596,244234.46875
1597,188877.859375
1598,219174.90625
1599,183097.5
1600,182688.21875
1601,69535.734375
1602,110421.3359375
1603,84949.15625
1604,268969.5
1605,234551.53125
1606,159435.25
1607,152317.234375
1608,210033.4375
1609,189371.796875
1610,153533.3125
1611,139772.15625
1612,172413.90625
1613,158778.6875
1614,128283.21875
1615,81297.359375
1616,62847.71875
1617,85165.921875
1618,125811.3046875
1619,140618.015625
1620,163197.90625
1621,128510.75
1622,148334.171875
1623,285197.5
1624,209251.15625
1625,126087.9609375
1626,163647.953125
1627,183939.3125
1628,275859.9375
1629,180426.046875
1630,391274.6875
1631,221845.828125
1632,237517.453125
1633,170901.59375
1634,181813.34375
1635,186236.3125
1636,154415.9375
1637,178756.265625
1638,214195.09375
1639,178896.125
1640,260129.046875
1641,175967.453125
1642,230516.0625
1643,210072.34375
1644,217884.765625
1645,183397.515625
1646,153951.109375
1647,162172.015625
1648,132823.21875
1649,138779.359375
1650,112882.28125
1651,122026.8984375
1652,92107.125
1653,90919.328125
1654,157979.40625
1655,148547.5
1656,147115.34375
1657,153607.21875
1658,149163.796875
1659,136101.84375
1660,149896.171875
1661,463058.34375
1662,440259.65625
1663,387543.15625
1664,450525.78125
1665,314419.65625
1666,311403.03125
1667,360460.21875
1668,333750.40625
1669,311847.71875
1670,367850.09375
1671,243242.609375
1672,481097.21875
1673,293359.34375
1674,239608.875
1675,183338.28125
1676,189018.875
1677,213559.453125
1678,464652.0
1679,383934.9375
1680,334906.53125
1681,267574.9375
1682,286601.0625
1683,173928.171875
1684,168734.421875
1685,175781.46875
1686,169579.28125
1687,164202.15625
1688,183648.21875
1689,186780.53125
1690,186384.25
1691,177158.953125
1692,277970.875
1693,169254.828125
1694,183650.84375
1695,164505.1875
1696,271353.9375
1697,167782.25
1698,391844.21875
1699,334654.0625
1700,247953.5
1701,251774.703125
1702,252282.625
1703,241862.203125
1704,291271.5
1705,226432.703125
1706,436503.5625
1707,211911.828125
1708,204518.5
1709,305811.375
1710,218160.546875
1711,254291.171875
1712,222366.046875
1713,267709.4375
1714,219935.375
1715,207749.328125
1716,183064.78125
1717,178207.78125
1718,138825.09375
1719,197958.5625
1720,240805.8125
1721,175940.078125
1722,134909.046875
1723,153199.890625
1724,215572.1875
1725,243211.671875
1726,190589.03125
1727,154328.640625
1728,172455.5625
1729,170251.640625
1730,167449.09375
1731,126193.109375
1732,137960.25
1733,117062.890625
1734,122621.453125
1735,134090.328125
1736,113605.703125
1737,337886.0
1738,216308.609375
1739,284472.65625
1740,214736.3125
1741,196043.40625
1742,166836.84375
1743,173737.1875
1744,294997.84375
1745,224572.21875
1746,214125.78125
1747,226802.0625
1748,240789.203125
1749,153590.8125
1750,129774.8515625
